,f,Z_re,Z_im
0,"[1.0, 1.0797751623277096, 1.1659144011798317, 1.2589254117941673, 1.3593563908785256, 1.4677992676220695, 1.5848931924611136, 1.7113283041617808, 1.847849797422291, 1.9952623149688795, 2.154434690031884, 2.326305067153626, 2.51188643150958, 2.712272579332028, 2.9286445646252366, 3.1622776601683795, 3.4145488738336014, 3.686945064519575, 3.9810717055349722, 4.298662347082277, 4.641588833612778, 5.011872336272722, 5.411695265464636, 5.843414133735175, 6.309573444801933, 6.812920690579613, 7.3564225445964135, 7.943282347242816, 8.576958985908941, 9.261187281287935, 10.0, 10.797751623277094, 11.659144011798316, 12.589254117941675, 13.593563908785255, 14.677992676220699, 15.848931924611133, 17.11328304161781, 18.478497974222908, 19.952623149688797, 21.544346900318832, 23.263050671536263, 25.118864315095795, 27.12272579332028, 29.286445646252357, 31.622776601683793, 34.145488738336006, 36.869450645195755, 39.810717055349734, 42.986623470822764, 46.4158883361278, 50.11872336272722, 54.116952654646376, 58.434141337351754, 63.09573444801933, 68.12920690579611, 73.56422544596414, 79.43282347242814, 85.76958985908941, 92.61187281287933, 100.0, 107.97751623277094, 116.59144011798311, 125.89254117941675, 135.93563908785256, 146.7799267622069, 158.48931924611142, 171.1328304161781, 184.78497974222907, 199.52623149688787, 215.44346900318845, 232.63050671536263, 251.18864315095797, 271.2272579332027, 292.8644564625237, 316.22776601683796, 341.4548873833601, 368.69450645195735, 398.1071705534973, 429.86623470822764, 464.15888336127773, 501.18723362727246, 541.1695265464638, 584.3414133735175, 630.957344480193, 681.2920690579615, 735.6422544596413, 794.3282347242813, 857.6958985908938, 926.1187281287937, 1000.0, 1079.7751623277093, 1165.9144011798312, 1258.9254117941675, 1359.3563908785254, 1467.799267622069, 1584.893192461114, 1711.328304161781, 1847.8497974222907, 1995.2623149688789, 2154.4346900318847, 2326.305067153626, 2511.88643150958, 2712.272579332027, 2928.6445646252373, 3162.2776601683795, 3414.5488738336007, 3686.9450645195734, 3981.0717055349733, 4298.662347082277, 4641.588833612777, 5011.87233627272, 5411.6952654646375, 5843.414133735175, 6309.57344480193, 6812.920690579615, 7356.422544596414, 7943.282347242814, 8576.958985908937, 9261.187281287937, 10000.0, 10797.751623277094, 11659.144011798311, 12589.254117941662, 13593.563908785241, 14677.992676220705, 15848.93192461114, 17113.28304161781, 18478.497974222908, 19952.62314968879, 21544.346900318822, 23263.05067153624, 25118.864315095823, 27122.725793320296, 29286.445646252374, 31622.776601683792, 34145.488738336004, 36869.450645195735, 39810.71705534969, 42986.62347082272, 46415.88833612782, 50118.72336272725, 54116.952654646375, 58434.14133735175, 63095.7344480193, 68129.20690579608, 73564.22544596407, 79432.82347242821, 85769.58985908946, 92611.87281287937, 100000.0, 107977.51623277094, 116591.4401179831, 125892.54117941661, 135935.6390878524, 146779.92676220706, 158489.3192461114, 171132.8304161781, 184784.97974222907, 199526.2314968879, 215443.46900318822, 232630.5067153624, 251188.6431509582, 271227.25793320296, 292864.4564625237, 316227.7660168379, 341454.88738336007, 368694.50645195734, 398107.1705534969, 429866.2347082272, 464158.8833612782, 501187.2336272725, 541169.5265464637, 584341.4133735176, 630957.344480193, 681292.0690579609, 735642.2544596406, 794328.2347242822, 857695.8985908945, 926118.7281287938, 1000000.0]","[56738435.133047864, 56665992.853988715, 56603744.24071636, 56550220.30016162, 56504157.84421527, 56464469.71563588, 56430219.157089, 56400597.72168933, 56374906.20613376, 56352538.1582264, 56332965.57091504, 56315726.42626341, 56300413.796253495, 56286666.24395658, 56274159.29928241, 56262597.80893637, 56251708.98098746, 56241235.96107974, 56230931.79021959, 56220553.60357902, 56209856.93614084, 56198590.00449172, 56186487.83481471, 56173266.105281666, 56158614.56671999, 56142189.89874543, 56123607.84965571, 56102434.49745734, 56078176.45673327, 56050269.84206922, 56018067.784072176, 55980826.279560044, 55937688.14462105, 55887664.82984439, 55829615.853787296, 55762225.61735178, 55683977.383193865, 55593124.24724387, 55487657.002620965, 55365268.910933524, 55223317.56634632, 55058784.28127363, 54868231.759779215, 54647761.27917694, 54392971.19680765, 54098919.36111338, 53760092.95148624, 53370390.403816834, 52923121.37715543, 52411032.11992707, 51826364.98011335, 51160961.9688685, 50406422.92447703, 49554328.51274411, 48596536.517165005, 47525556.0406642, 46334997.83725637, 45020089.724092595, 43578234.07051137, 42009570.63515598, 40317494.37728096, 38509067.10433461, 36595257.35931236, 34590948.10811392, 32514668.669312663, 30388035.69971753, 28234924.585896343, 26080431.038113773, 23949715.12789956, 21866839.046820585, 19853710.89712264, 17929229.600650452, 16108694.703896793, 14403506.669986084, 12821146.15414944, 11365391.276894113, 10036713.709068522, 8832788.015429411, 7749052.261393044, 6779268.135415297, 5916042.321411121, 5151284.680442131, 4476591.008327351, 3883547.716795024, 3363962.494113804, 2910029.0905714016, 2514436.352493375, 2170432.073114645, 1871851.6723183433, 1613120.5930089671, 1389237.9285669127, 1195747.38761973, 1028700.3887490346, 884614.9257782263, 760432.878595102, 653477.6632794217, 561413.5021539074, 482207.126054929, 414092.37273294193, 355537.89316830237, 305218.00073832186, 261986.57884677348, 224853.88632432852, 192966.0550924788, 165587.05228183456, 142082.87236384177, 121907.72876421544, 104592.02510060318, 89731.90089579238, 76980.16342648357, 66038.43493775839, 56650.36188684989, 48595.74959923381, 41685.50137777678, 35757.25551579618, 30671.626752917145, 26308.970478654523, 22566.598480840792, 19356.384331587138, 16602.70469547893, 14240.670032984686, 12214.604457065328, 10476.739979911905, 8986.09515115765, 7707.5122233793945, 6610.830562239862, 5670.177116594193, 4863.357440232928, 4171.333066595093, 3577.773029203337, 3068.6690362884146, 2632.005285287916, 2257.475174071662, 1936.2382590865473, 1660.7117506228792, 1424.3916433070667, 1221.6992740818143, 1047.8496962095837, 898.738769918789, 770.8463100111726, 661.1530082351143, 567.0691722615776, 486.3736012142079, 417.16115638580624, 357.7977905936648, 306.881975377142, 263.2116160384, 225.75567390748964, 193.62982621264686, 166.0755891632352, 142.44241154489015, 122.17231620561552, 104.78672692726445, 89.87516974442237, 77.085582006892, 66.11600042504475, 56.707431883554094, 48.63773872574575, 41.71639415629687, 35.779983949005064, 30.688348263339968, 26.321272484073873, 22.57564895899394, 19.36304262635003, 16.60760305862356, 14.24427362744516, 12.217255509049687, 10.478690266113684, 8.987529902172218, 7.708567710876009, 6.611607038601238, 5.670748334980754, 4.863777658650243, 4.171642200827303, 3.5780004438097994, 3.068836333598397, 2.6321283572148637, 2.2575657115850856, 1.9363048626879014, 1.6607607472866475, 1.4244276874748916]","[-50675837.71719639, -46986800.94303595, -43574506.6276909, -40418882.30239858, -37501360.118531704, -34804769.06350836, -32313235.06305697, -30012088.450510602, -27887778.312512513, -25927793.24923097, -24120588.11545805, -22455516.336461276, -20922767.418921087, -19513309.30253865, -18218835.221801937, -17031714.76984823, -15944948.877274416, -14952128.438041966, -14047396.332218204, -13225412.611090677, -12481322.624063097, -11810727.878528832, -11209659.433411691, -10674553.633992217, -10202229.999650998, -9789871.076813199, -9435004.06610999, -9135484.024883073, -8889478.432786612, -8695452.888336256, -8552157.676553685, -8458614.910858799, -8414105.9043251, -8418158.364348114, -8470532.928485485, -8571208.465385024, -8720365.451024495, -8918366.594933689, -9165733.732355826, -9463119.816486498, -9811274.642363649, -10211002.716683568, -10663111.46730202, -11168347.781913068, -11727320.707875963, -12340408.079551201, -13007644.929567646, -13728591.872060033, -14502182.329035511, -15326548.63797187, -16198828.875903325, -17114958.80413994, -18069456.78095893, -19055213.817487143, -20063306.00954571, -21082851.957701948, -22100942.744924348, -23102675.448699575, -24071321.552251585, -24988657.359949537, -25835473.20134241, -26592261.174258538, -27240058.1592749, -27761394.42259879, -28141272.798525665, -28368084.94776588, -28434365.146776535, -28337292.176964596, -28078876.332469206, -27665807.35291863, -27108982.77584572, -26422775.934343312, -25624130.89059211, -24731583.558816668, -23764303.865917798, -22741236.4080855, -21680392.190284844, -20598317.489741083, -19509742.333168678, -18427393.323548358, -17361944.50990856, -16322075.131628014, -15314603.027417807, -14344665.652473046, -13415925.495976416, -12530782.066318348, -11690577.728155987, -10895789.093017956, -10146199.205332246, -9441048.424724504, -8779163.778650958, -8159067.786130517, -7579068.480523938, -7037332.721376065, -6531944.994841527, -6060953.847603297, -5622407.946472174, -5214383.552013493, -4835004.971481425, -4482459.334541313, -4155006.8269614773, -3850987.329149289, -3568824.240752921, -3307026.1297798934, -3064186.723580641, -2838983.6576250936, -2630176.313948067, -2436603.0120909847, -2257177.7590710465, -2090886.7193136495, -1936784.5287763036, -1793990.5481049104, -1661685.1262620373, -1539105.9275319844, -1425544.3602075628, -1320342.133830957, -1222887.962966842, -1132614.4286181692, -1048995.0031386502, -971541.2405159964, -899800.1309271981, -833351.6162856248, -771806.2619370897, -714803.0785808031, -662007.4877821836, -613109.4240213154, -567821.5660150817, -525877.6900088222, -487031.1378126081, -451053.392524707, -417732.75511494634, -386873.11531345814, -358292.8105503828, -331823.56700780505, -307309.51716757746, -284606.28856116807, -263580.15874526295, -244107.27183611505, -226072.9122340225, -209370.831455194, -193902.62426060744, -179577.15052969754, -166309.99957065124, -154022.99378882055, -142643.72885052094, -132105.14768171826, -122345.14583030096, -113306.20589736289, -104935.05890780089, -97182.37064418048, -90002.45111088647, -83352.9854286629, -77194.78458338945, -71491.55456791737, -66209.68256257472, -61318.03889908557, -56787.793644652345, -52592.246728304315, -48706.67061079139, -45108.16457271476, -41775.51976365881, -38689.09421818749, -35830.69710305613, -33183.481514192776, -30731.845192231514, -28461.3385719251, -26358.5796238838, -24411.17498704175, -22607.646927263137, -20937.365691788335, -19390.48686098195, -17957.893328265778, -16631.14156637155, -15402.411863292278, -14264.462234690365, -13210.58574117717, -12234.570958936365, -11330.66537074052, -10493.541461616654, -9718.265319351845, -9000.26755478986]"
1,"[1.0, 1.0797751623277096, 1.1659144011798317, 1.2589254117941673, 1.3593563908785256, 1.4677992676220695, 1.5848931924611136, 1.7113283041617808, 1.847849797422291, 1.9952623149688795, 2.154434690031884, 2.326305067153626, 2.51188643150958, 2.712272579332028, 2.9286445646252366, 3.1622776601683795, 3.4145488738336014, 3.686945064519575, 3.9810717055349722, 4.298662347082277, 4.641588833612778, 5.011872336272722, 5.411695265464636, 5.843414133735175, 6.309573444801933, 6.812920690579613, 7.3564225445964135, 7.943282347242816, 8.576958985908941, 9.261187281287935, 10.0, 10.797751623277094, 11.659144011798316, 12.589254117941675, 13.593563908785255, 14.677992676220699, 15.848931924611133, 17.11328304161781, 18.478497974222908, 19.952623149688797, 21.544346900318832, 23.263050671536263, 25.118864315095795, 27.12272579332028, 29.286445646252357, 31.622776601683793, 34.145488738336006, 36.869450645195755, 39.810717055349734, 42.986623470822764, 46.4158883361278, 50.11872336272722, 54.116952654646376, 58.434141337351754, 63.09573444801933, 68.12920690579611, 73.56422544596414, 79.43282347242814, 85.76958985908941, 92.61187281287933, 100.0, 107.97751623277094, 116.59144011798311, 125.89254117941675, 135.93563908785256, 146.7799267622069, 158.48931924611142, 171.1328304161781, 184.78497974222907, 199.52623149688787, 215.44346900318845, 232.63050671536263, 251.18864315095797, 271.2272579332027, 292.8644564625237, 316.22776601683796, 341.4548873833601, 368.69450645195735, 398.1071705534973, 429.86623470822764, 464.15888336127773, 501.18723362727246, 541.1695265464638, 584.3414133735175, 630.957344480193, 681.2920690579615, 735.6422544596413, 794.3282347242813, 857.6958985908938, 926.1187281287937, 1000.0, 1079.7751623277093, 1165.9144011798312, 1258.9254117941675, 1359.3563908785254, 1467.799267622069, 1584.893192461114, 1711.328304161781, 1847.8497974222907, 1995.2623149688789, 2154.4346900318847, 2326.305067153626, 2511.88643150958, 2712.272579332027, 2928.6445646252373, 3162.2776601683795, 3414.5488738336007, 3686.9450645195734, 3981.0717055349733, 4298.662347082277, 4641.588833612777, 5011.87233627272, 5411.6952654646375, 5843.414133735175, 6309.57344480193, 6812.920690579615, 7356.422544596414, 7943.282347242814, 8576.958985908937, 9261.187281287937, 10000.0, 10797.751623277094, 11659.144011798311, 12589.254117941662, 13593.563908785241, 14677.992676220705, 15848.93192461114, 17113.28304161781, 18478.497974222908, 19952.62314968879, 21544.346900318822, 23263.05067153624, 25118.864315095823, 27122.725793320296, 29286.445646252374, 31622.776601683792, 34145.488738336004, 36869.450645195735, 39810.71705534969, 42986.62347082272, 46415.88833612782, 50118.72336272725, 54116.952654646375, 58434.14133735175, 63095.7344480193, 68129.20690579608, 73564.22544596407, 79432.82347242821, 85769.58985908946, 92611.87281287937, 100000.0, 107977.51623277094, 116591.4401179831, 125892.54117941661, 135935.6390878524, 146779.92676220706, 158489.3192461114, 171132.8304161781, 184784.97974222907, 199526.2314968879, 215443.46900318822, 232630.5067153624, 251188.6431509582, 271227.25793320296, 292864.4564625237, 316227.7660168379, 341454.88738336007, 368694.50645195734, 398107.1705534969, 429866.2347082272, 464158.8833612782, 501187.2336272725, 541169.5265464637, 584341.4133735176, 630957.344480193, 681292.0690579609, 735642.2544596406, 794328.2347242822, 857695.8985908945, 926118.7281287938, 1000000.0]","[56141094.557536356, 56138140.88629114, 56135095.28252476, 56131954.88987308, 56128716.76354469, 56125377.86760383, 56121935.0721713, 56118385.15054082, 56114724.776208326, 56110950.51981178, 56107058.84597883, 56103046.11007976, 56098908.55488274, 56094642.307109, 56090243.373884626, 56085707.639086336, 56081030.859578, 56076208.66133505, 56071236.53545338, 56066109.834039606, 56060823.76597934, 56055373.39258007, 56049753.623085134, 56043959.210055366, 56037984.744614415, 56031824.651554525, 56025473.1842985, 56018924.41971411, 56012172.25277714, 56005210.39107875, 55998032.34917321, 55990631.44276155, 55983000.78270708, 55975133.268878296, 55967021.58381456, 55958658.186210126, 55950035.304212004, 55941144.92852665, 55931978.80533101, 55922528.4289829, 55912785.034525864, 55902739.589983426, 55892382.78843795, 55881705.03988864, 55870696.46288398, 55859346.87592294, 55847645.788620144, 55835582.39262937, 55823145.55232052, 55810323.79520432, 55797105.30209967, 55783477.89703846, 55769429.036902234, 55754945.80078575, 55740014.8790822, 55724622.56228465, 55708754.72949908, 55692396.83666361, 55675533.90446939, 55658150.50597832, 55640230.753932744, 55621758.287753366, 55602716.260220654, 55583087.32383603, 55562853.61685925, 55541996.74901864, 55520497.78689104, 55498337.23894914, 55475495.04027381, 55451950.53692995, 55427682.470004685, 55402668.95930728, 55376887.48673103, 55350314.87927782, 55322927.29174732, 55294700.18909269, 55265608.328446954, 55235625.740823865, 55204725.712499306, 55172880.766079694, 55140062.641265795, 55106242.275321044, 55071389.78325608, 55035474.437741704, 54998464.64876519, 54960327.943046264, 54921030.943231635, 54880539.346888795, 54838817.90532259, 54795830.40224044, 54751539.63229501, 54705907.37953654, 54658894.395809114, 54610460.3791303, 54560563.952095784, 54509162.64035545, 54456212.85121126, 54401669.85239184, 54345487.751063466, 54287619.47314227, 54228016.74297781, 54166630.063483745, 54103408.696797855, 54038300.64555959, 53971252.634900145, 53902210.09524756, 53831117.1460564, 53757916.58057984, 53682549.851809695, 53604957.05971942, 53525076.939953335, 53442846.85411531, 53358202.78181959, 53271079.31467714, 53181409.65240055, 53089125.60122256, 52994157.57483339, 52896434.59805427, 52795884.31347588, 52692432.9913026, 52586005.542655304, 52476525.53659766, 52363915.221163444, 52248095.548673674, 52128986.20564515, 52006505.647603445, 51880571.1391241, 51751098.799437605, 51618003.65394283, 51481199.691983834, 51340599.93125227, 51196116.4891855, 51047660.66173576, 50895143.009889826, 50738473.45432062, 50577561.37855237, 50412315.74101828, 50242645.196384035, 50068458.226503015, 49889663.28135629, 49706168.9303159, 49517884.02404968, 49324717.86736256, 49126580.40323986, 48923382.408324644, 48715035.70002171, 48501453.35537527, 48282549.94181684, 48058241.759820834, 47828447.09744243, 47593086.49663993, 47352083.03120602, 47105362.59604731, 46852854.20745849, 46594490.313938424, 46330207.11698962, 46059944.901228815, 45783648.3730185, 45501267.006704025, 45212755.39741209, 44918073.619232245, 44617187.58746702, 44310069.42349746, 43996697.82067153, 43677058.40948431, 43351144.12018311, 43018955.54079868, 42680501.26847733, 42335798.251872405, 41984872.12224456, 41627757.51082707, 41264498.3499313, 40895148.15520473, 40519770.28641093, 40138438.184078194, 39751235.57936568, 39358256.67452322, 38959606.29137597, 38555399.985347934, 38145764.122653425, 37730835.91842879]","[-68710.8816805055, -70845.65098912916, -73046.50593140657, -75315.47717309909, -77654.65681925873, -80066.20021212916, -82552.32777780782, -85115.3269226163, -87757.55398035453, -90481.43621137473, -93289.4738546996, -96184.2422341562, -99168.3939195593, -102244.66094415073, -105415.85707923595, -108684.88016704227, -112054.71451300177, -115528.43333827487, -119109.20129364109, -122800.2770357251, -126605.01586648573, -130526.8724368436, -134569.4035155269, -138736.270823693, -143031.24393640136, -147458.2032515649, -152021.14302701838, -156724.17448654532, -161571.52899518594, -166567.56130450286, -171716.75286812102, -177023.71522785077, -182493.1934707089, -188130.06975669647, -193939.366917704, -199926.2521269171, -206096.0406388496, -212454.1995992494, -219006.35192442418, -225758.28024909596, -232715.93094183615, -239885.4181867814, -247273.02813024967, -254885.22309057188, -262728.64582906116, -270810.12388001673, -279136.6739370689, -287715.5062930712, -296554.02933025244, -305659.85405695863, -315040.79868708743, -324704.89325764304, -334660.3842794484, -344915.7394158007, -355479.6521829452, -366361.0466658849, -377569.08224256814, -389113.1583085642, -401002.9189939768, -413248.2578633703, -425859.3225889649, -438846.5195862699, -452220.51860087673, -465992.25723377767, -480172.94539196807, -494774.06964999076, -509807.3975069527, -525284.9815224458, -541219.163313802, -557622.5773955733, -574508.1548410689, -591889.1267443673, -609779.0274596094, -628191.6975931661, -647141.28672245, -666642.2558135301, -686709.379308125, -707357.7468485439, -728602.7646074134, -750460.1561869428, -772945.963050579, -796076.5444475594, -819868.576788975, -844339.0524313478, -869505.2778215441, -895384.8709545004, -921995.7580923879, -949356.1696916362, -977484.6354813384, -1006399.9786339176, -1036121.3089661489, -1066668.0151058813, -1098059.7555566893, -1130316.448590188, -1163458.2608923062, -1197505.594887365, -1232479.0746604463, -1268399.5303959611, -1305287.9812471282, -1343165.6165484579, -1382053.7752804523, -1421973.9236931284, -1462947.6309923804, -1504996.5429908226, -1548142.3536226787, -1592406.7742199944, -1637811.5004462274, -1684378.1767813244, -1732128.3584518363, -1781083.47069855, -1831264.7652742828, -1882693.2740644843, -1935389.7597244536, -1989374.6632283512, -2044668.0482273868, -2101289.542117882, -2159258.2737233667, -2218592.8075001887, -2279311.074181584, -2341430.2977824355, -2404966.9188951612, -2469936.514216455, -2536353.7122560507, -2604232.1051906794, -2673584.156840771, -2744421.106763307, -2816752.870471689, -2890587.9358133357, -2965933.2555570826, -3042794.136266287, -3121174.123559548, -3201074.883888925, -3282496.082996246, -3365435.261240818, -3449887.7060274133, -3535846.321600809, -3623301.4965136084, -3712240.9691165322, -3802649.6914650663, -3894509.69208378, -3987799.938078489, -4082496.197137619, -4178570.900017121, -4275993.004157239, -4374727.859134851, -4474737.074711311, -4575978.392291914, -4678405.560669394, -4781968.216979328, -4886611.7738492, -4992277.313775301, -5098901.491810295, -5206416.447690379, -5314749.728571662, -5423824.223581368, -5533558.111418273, -5643864.822259037, -5754653.015240008, -5865826.572788068, -5977284.613066817, -6088921.521786164, -6200627.004591451, -6312286.161203478, -6423779.582420474, -6534983.471018001, -6645769.787490825, -6756006.421472465, -6865557.3895426085, -6974283.059989318, -7082040.404933103, -7188683.280042133, -7294062.731874634, -7398027.332675002, -7500423.54222651, -7601096.096127274, -7699888.419608459, -7796643.065757799, -7891202.176748616, -7983407.96640906, -8073103.222199626, -8160131.824404058]"
